BUKU,BAB,PASAL,ISI_PASAL,SUB_KLASIFIKASI
,BAB VII,Pasal 198,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  Barang siapa dengan sengaja dan melawan hukum menenggelamkan atau mendamparkan, menghancurkan, membikin tidak dapat dipakai atau merusak kapal, diancam: 1.  dengan pidana penjara paling lama lima belas tahun, jika karena perbuatan itu timbul bahaya bagi nyawa orang lain; 2. dengan pidana penjara seumur hidup atau pidana penjara selama waktu tertentu paling lama dua puluh tahun, jika karena perbuatan itu timbul bahaya bagi nyawa orang lain dan mengakibatkan orang mati.",pengrusakan
,BAB VII,Pasal 199,"Barang siapa karena kesalahan (kealpaannya) menyebabkan kapal tenggelam atau terdampar, dihancurkan, tidak da pat dipakai atau dirusak, diancam: 1.  dengan pidana penjara paling lama sembilan hulan atau pidana kurungan paling lama enam bulan atau pidana denda paling banyak empat ribu lima ratus rupiah, jika karcna perbuatan itu timbul bahaya bagi orang lain; 2.  dengan pidana penjara paling lama satu tahun empat bulan atau pidana kurungan paling lama satu tahun, ji ka karena perbuatan itu mengakibatkan orang mati.",pengrusakan
,BAB VII,Pasal 200,"Barang siapa dengan sengaja menghancurkan atau merusak gedung atau bangunan diancam: 1. dengan pidana penjara paling lama dua belas tahun, jika karena perbuatan itu timbul bahaya umum bagi barang; 2. dengan pidana penjara paling lama lima belas tahun, jika karena perbuatan itu timbul bahaya bagi nyawa orang lain; 3. dengan pidana penjara seumur hidup atau pidana penjara selama waktu tertentu paling lama dua puluh tahun, jika karena perbuatan itu timbul bahaya bagi nyawa orang lain dan mengakibatkan orang mati.",pengrusakan
,BAB VII,Pasal 201,"Barang siapa karena kesalahannya (k ealpaannya) menyebab kan gedung atau bangunan dihancurkan atau dirusak, diancam: 1.  dengan pidana penjara paling lama empat bulan dua minggu atau pidana kurungan paling lama tiga bulan atau pidana denda paling banyak empat ribu lima ratus rupiah, jika perbuatan itu menimbulkan bahaya umum bagi barang; 2.  dengan pidana penjara paling lama sembilan bulan atau pidana kurungan paling lama enam bulan atau pidana denda paling banyak empat rihu lima ratus rupiah, jika petbuatan itu menimbulkan bahaya bagi nyawa orang; 3.  dengan pidana penjara paling lama satu tahun empat bulan atau pidana kurungan paling lama satu tahun jika perbuatan itu mengakibatkan orang mati.",pengrusakan
,BAB VII,Pasal 202,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  (1) Barang siapa memasukkan barang sesu atu ke dalam sumur, pompa, sumber atau ke dalam perlengkapan air minum untuk umum atau untuk dipakai oleh atau bersama-sama dengan orang lain, padahal diketahuinya bahwa karena perbuatan itu air lalu berbahaya bagi nyawa atau kesehatan orang, diancam dengan pidana penjara paling lama lima belas tahun. (2) Jika perbuatan itu mengakibatkan orang mati, yang ber- salah diancam dengan pidana penjara seumur hidup atau pidana penjara selama waktu tertentu paling lama dua puluh tahun.",tidak-diketahui
,BAB VII,Pasal 203,"(1) Barang siapa karena kesalahannya (kealpaannya) menyebabkan bahwa barang sesuatu dimasukkan ke dalam su mur, pompa, sumber atau ke dalam perlengkapan air minum untuk umum atau untuk dipakai oleh, atau bersama-sama dengan orang lain, sehingga karena perbuatan itu air lalu berbahaya bagi nyawa atau kesehatan orang, diancam dengan pidana penjara paling lama sembil an bulan atau pidana kur ungan paling lama enam bulan atau pidana denda paling banyak empat ribu lima ratus rupiah. (2) Jika perbuatan itu mengakibatkan orang mati, yang bersalah diancam dengan pidana penjara paling lama satu tahun empat bulan atau pidana kurungan paling lama satu tahun.",tidak-diketahui
,BAB VII,Pasal 204,"(1) Barang siapa menjual, menawarkan, menyerahkan atau membagi-bagikan barang yang diketahuinya membahay akan nyawa atau kesehatan orang, padahal sifat; berhahaya itu tidak diberi tahu, diancam dengan pidana penjara paling lama lima belas tahun. (2) Jika perbuatan itu mengakihatkan orang mati, yang bersalah diancam dengan pidana penjara seumur hidup atau pidana penjara selama waktu tertentu paling lama dua puluh tahun.",tidak-diketahui
,BAB VII,Pasal 205,"(1) Barang siapa karena kesalahannya (kealpaannya) menyebabkan barang- barang yang berbahaya bagi nyawa atau kesehatan orang, dijual, diserahkan atau di bagi-bagikan tanpa diketahui sifat berbahayanya oleh yang membeli atau yang memperoleh, diancam deng an pidana penjara paling lama sembilan bulan atau pidana kurungan paling lama enam bulan atau pidana denda paling banyak empat ribu lima ratus rupiah. (2) Jika perbuatan itu mengakibatkan orang mati, yang bersalah diancam dengan pidana penjara paling lama satu tahun empat bulan atau pidana kurungan paling lama satu tahun. (3) Barang-barang itu dapat disita.",tidak-diketahui
,BAB VIII,Pasal 206,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  (1) Dalam hal pemidanaan karena salah satu kejahatan berdasarkan bab ini, yang bersalah dapat dilarang menjalankan pencariannya ketika melakukan kejahatan tersebut. (2) Dalam hal pemidahaan berdasarkah salah satu kejahatan dalam pasal 204 dan 205, hakim dapat memerintahka n supaya putusan diumumkan.   KEJAHATAN TERHADAP PENGUASA UMUM",tidak-diketahui
,BAB VIII,Pasal 207,"Barang siapa dengan sengaja di muka um um dengan lisan atau tulisan menghina suatu penguasa atau hadan umum yang ada di Indonesia, diancam dengan pidana penjara paling lama satu tahun enam bulan atau pidana denda paling banyak empat ribu lima ratus rupiah.",penghinaan
,BAB VIII,Pasal 208,"(1) Barang siapa menyiarkan, mempertunjukkan atau menempelkan di muka umum suatu tulisan atau lukisan yang memuat penghinaan terhadap penguasa atau badan umum yang ada di Indonesia dengan maksud supaya isi yang menghina itu diketahui atau lebih diketahui oleh umum, diancam dengan pidana penjara paling lama empat bulan atau pidana denda paling banyak empat ribu lima ratus rupiah. (2) Jika yang tiersalah melakukan kejahatan tersebut dalam pencariannya dan ketika itu belum lewat dua tahun sejak adanya pemidanaan yang menjadi tetap karena kejahatan semacam itu juga, maka yang bersangkutan dapat dilarang menjalankan pencarian tersebut.",penghinaan
,BAB VIII,Pasal 209,"(1)  Diancam dengan pidana penjara paling lama dua tahun delapan bulan atau pidana denda paling banyak empat ribu lima ratus rupiah: 1.  barang siapa memberi atau menjanjikan sesuatu kepada seorang pejabat dengan maksud menggerakkannya untuk berbuat atau tidak berbuat sesuatu dalam jabatannya yang bertentangan dengan kewajibannya; 2.  barang siapa memberi sesuatu kepada seorang pejabat karena atau berhubung dengan sesuatu yang bertentangan dengan kewajiban, dilakukan atau tidak dilakukan dalam jabatannya. Pencabutan hak tersebut dalam pasal 35 No. 1- 4 dapat dijatuhkan.",tidak-diketahui
,BAB VIII,Pasal 210,"(1) Diancam dengan pidana penjara paling lama tujuh tahun: 1.  barang siapa memberi atau menj anjikan sesuatu kepada seorang hakim dengan maksud untuk mempengaruhi putusan tentang perkara yang diserahkan kepadanya untuk diadili; 2.  barang siapa memberi atau menjanjikan sesuatu kepada seorang yang menurut ketentuan undang-undang ditentukan menjadi penasihat atau Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  adviseur untuk menghadiri sidang atau pe ngadilan, dengan maksud untuk mempengaruhi nasihat atau pendapat yang akan diherikan berhubung dengan perkara yang diserahkan kepada pengadilan untuk diadili. (2) Jika pemberian atau janji dilakuka n dengan maksud supaya dalam perkara pidana dijatuhkan pemidanaan, maka yang bersalah diancam dengan pidana penjara paling lama sembilan tahun. (3) Pencabutan hak berdasarkan pasa l 35 No. 1- 4 dapa t dijatuhkan.",tidak-diketahui
,BAB VIII,Pasal 211,"Barang siapa dengan kekerasan atau ancaman kekerasan memaksa seorang pejabat untuk melakukan perbuatan jabatan atau untuk tidak melakukan perbuatan jabatan yang sah, diancam dengan pidana penjara paling lama empat tahun.",kekerasan
,BAB VIII,Pasal 212,"Barang siapa dengan kekerasan atau ancaman kekerasan melawan seorang pejabat yang sedang menjalankan tugas yang sah, atau orang yang menurut kewajiban undang-undang atau atas perm intaan pejabat memberi pertolongan kepadanya, diancam karena melawan pejabat, dengan pidana penjara paling lama satu tahun empat bulan atau pidana denda paling banyak empat ribu lima ratus rupiah.",kekerasan
,BAB VIII,Pasal 213,"Paksaan dan perlawanan berdasar kan pasal 211 dan 212 diancam: 1.  dengan pidana penjara paling lama lima tahun, jika kejahatan atau perbuatan lainnya ketika itu mengakibatkan luka-luka; 2.  dengan pidana penjara paling lama delapan tahun enam bulan, jika mengakibatkan luka-luka berat; 3.  dengan pidana penjara paling la ma dua belas tahun jika mengakibatkan orang mati.",tidak-diketahui
,BAB VIII,Pasal 214,"(1) Paksaan dan perlawanan berdasarkan pasal 211 dan 212 jika dilakukan oleh dua orang atau lehih dengan bersekut u, diancam dengan pidana penjara paling lama tujuh tahun. (2) Yang bersalah dikenakan: 1. pidana penjara paling lama dela pan tahun enam bulan, jika kejahatan atau perbuatan lainnya ketika itu mengakibatkan luka-luka; 2.  pidana penjara paling lama dua belas tahun, jika mengakibatkan luka berat; 3.  pidana penjara paling lama lima helas tahun, jika mengakibatkan orang mati.",tidak-diketahui
,BAB VIII,Pasal 215,"Disamakan dengan pejabat dalam pasal 211 - 214: Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  1.  orang yang menurut ketentuan undan g-undang terus-menerus atau untuk sementara waktu diserahi menjalankan sesuatu jabatan umum; 2.  pengurus dan para pegawai yang disumpah serta pekerja-pekerja pada jawatan kereta api dan trem untuk lalu lintas umum, di mana pengangkutan dijalankan dengan tenaga uap atau mesin lainnya.",pelanggaran lalu lintas
,BAB VIII,Pasal 216,"(1) Barang siapa dengan sengaja tidak me nuruti perintah atau permintaan yang dilakukan menurut undang-undang oleh pejabat yang tugasnya mengawasi sesuatu, atau oleh pejabat berdasarkan tugasnya, demikian pula yang diberi kuasa untuk mengusut atau memeriksa ti ndak pidana; demikian pula barang siapa dengan sengaja mencegah, meng halang-halangi atau menggagalkan tindakan guna menjalankan ketentuan undang-undang yang dilakukan oleh salah seorang pejabat tersebut, diancam dengan pidana penjara paling lama empat bulan dua minggu atau pidana denda puling banyak sembilan ribu rupiah. (2) Disamakan dengan pejahat tersebut di atas, setiap orang yang menurut ketentuan undang-undang terus-menerus atau untuk sementara waktu diserahi tugas menjalankan jabatan umum. (3) Jika pada waktu melakukan kejahatan belum lewat dua tahun sejak adanya pemidanaan yang menjadi tetap karena kejahatan semacam itu juga, maka pidananya dapat ditambah sepertiga.",tidak-diketahui
,BAB VIII,Pasal 217,"Barang siapa menimbulkan kegaduhan dalam sidang pengadilan atau di tempat di mana seorang pejabat sedang menjalankan tugasnya yang sah di muka umum, dan tidak pergi sesudah diperintah oleh atau atas nama penguasa yang berwenang, diancam dengan pidana penjara paling lama tiga minggu atau pidana denda paling banyak seribu delapan ratus rupiah.",tidak-diketahui
,BAB VIII,Pasal 218,"Barang siapa pada waktu rakyat datang berkerumun dengan se- ngaja tidak segera pergi setelah diperintah tiga kali oleh atau atas nama penguasa yang berwenang, diancam karena ikut serta perkelompokan dengan pidana penjara paling lama empat bulan dua minggu atau pidana denda paling banyak sembilan ribu rupiah.",tidak-diketahui
,BAB VIII,Pasal 219,"Barang siapa secara melawan hukum mero bek, membikin tak dapat dihaca atau merusak maklumat yang diumumkan atas nama penguasa yang berwenang atau menurut, ketentuan undang-undang, deng an maksud untuk mencegah atau menyukarkan orang mengetahui isi maklumat itu, diancam dengan pidana penjara paling lama satu bulan dua minggu atau pidana denda paling banyak empat ribu lima ratus rupiah.  Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3",pengrusakan
,BAB VIII,Pasal 220,"Barang siapa memberitahukan atau me ngadukan bahwa telah dilakukan suatu perbuatan pidana, padahal mengetahui bahwa itu tidak dilakukan, diancam dengan pidana penjara paling lama satu tahun empat bulan.",tidak-diketahui
,BAB VIII,Pasal 221,"(1) Diancam dengan pidana penjara paling lama sembilan bulan atau pidana denda paling banyak empat rihu lima ratus rupiah: 1. barang siapa dengan sengaja menyembunyikan orang yang melakukan kejahatan atau yang dituntut kare na kejahatan, atau barang siapa memberi pertolongan kepadanya untuk menghindari penyidikan atau penahanan oleh penjahat kehakiman atau kepolisian, atau oleh orang lain yang menurut ketentuan undang-undang terus-menerus atau untuk sementara waktu diserahi menjalankan jabatan kepolisian; 2. barang siapa setelah dilakukan suatu kejahatan dan dengan maksud untuk menutupinya, atau untuk menghalang-halangi atau mempersukar penyidikan atau penuntutannya, menghancurkan, menghilangkan, menyembunyikan benda-benda terhadap mana atau dengan mana kejahatan dilakukan atau bekas-bekas kejahatan lainnya, atau menariknya dari pemeriksaan yang dilakukan oleh pejabat kehakiman atau kepolisian maupun olsh orang lain, yang menurut ketentuan undang-undang terus-menerus atau untuk sementara waktu diserahi menjalankan jabatan kepolisian. (2) Aturan di atas tidak berlaku bagi orang yang melakukan perbuatan tersebut dengan maksud untuk menghindar kan atau menghalaukan bahaya penuntutan terhadap seorang keluarga sedarah atau semenda garis lurus atau dalam garis menyimpang derajat kedua atau ketiga, atau terhadap suami/istrinya atau bekas suami/istrinya.",tidak-diketahui
,BAB VIII,Pasal 222,"Barang siapa dengan sengaja mencegah, menghalang-halangi atau menggagalkan pemeriksaan mayat forensik, diancam dengan pidana penjara paling lama sembilan bulan atau pidana denda paling banyak empat ribu lima ratus rupiah.",tidak-diketahui
,BAB VIII,Pasal 223,"Barang siapa dengan sengaja melepask an atau memberi pe rtolongan ketika meloloskan diri kepada orang yang ditahan atas perintah penguasa umum, atas putusan atau ketetapan hakim, diancam dengan pidana penjara paling lama dua tahun delapan bulan.",tidak-diketahui
,BAB VIII,Pasal 224,"Biro Hukum dan Humas Badan Urusan Administrasi Mahkamah Agung-RI /g3/g3  Barang siapa dipanggil sebagai saksi, ahli atau juru bahasa menurut undang- undang dengan sengaja tidak memenuhi kewajiban berdasarkan undang-undang yang harus dipenuhinya, diancam: 1.  dalam perkara pidana, dengan pidana penjara paling lama sembilan bulan; 2.  dalam perkara lain, dengan pidana penjara paling lama enam bulan.",tidak-diketahui
,BAB VIII,Pasal 225,"Barang siapa dengan sengaja tidak me menuhi perintah undang-undang untuk menyerahkan surat-surat yang dianggap pa lsu atau dipalsukan, atau yang harus dipakai untuk dibandingkan dengan surat lain yang dianggap palsu atau dipalsukan atau yang kebenarannya disangkal atau tidak diakui, diancam: 1.  dalam perkara pidana, dengan pidana penjara paling lama sembilan bulan; 2.  dalam perkara lain, dengan pidana penjara paling lama enam bulan;",tidak-diketahui
,BAB VIII,Pasal 226,"Barang siapa dinyatakan pailit atau dalam keadaan tak mampu atau sebagai suami/istri orang yang pailit dalam perkawinan dengan persatuan harta kekayaan atau sebagai pengurus atau komisaris suatu perseroan, perkumpulan atau yayasan yang dinyatakan pailit, dan dipanggil berdasarkan ketentuan undang-undang untuk memberi keterangan, dengan sengaja tidak hadir tanpa alasan yang sah, atau enggan member i keterangan yang diminta ataupun dengan sengaja memberi keterangan yang keliru, diancam dengan pidana penjara paling lama satu tahun empat bulan.",tidak-diketahui
,BAB VIII,Pasal 227,"Barang siapa melaksanakan suatu hak, padahal ia mengetahui bahwa dengan putusan hakim hak tadi telah dicabut, diancam dengan pidana penjara paling lama sembilan bulan atau pidana denda paling banyak sembilan ratus rupiah.",pelanggaran perlindungan anak
,BAB VIII,Pasal 228,"Barang siapa dengan sengaja memaka i tanda kepangkatan atau melakukan perbuatan yang termasuk jabatan yang tidak dijabatnya atau yang ia sementara dihentikan daripadanya, diancam dengan pidana penjara paling lama dua tahun atau pidana denda paling banyak empat ribu lima ratus rupiah.",tidak-diketahui
